None,content_type,title,director,cast,country,date_added,release_year,rating,duration,genres,description,date_added_formatted
s5846,TV Show,72 dangerous places to live,none,mitch ryan,australia,2016-06-01,2016,tv-pg,1 Season,"docuseries, international tv shows, science & nature tv","Get up close and personal with avalanches, fiery volcanoes and other natural cataclysms, and learn why some choose to live in their destructive paths.",01-06-2016
s5847,Movie,the do-over,steven brill,"adam sandler, david spade, paula patton, kathryn hahn, nick swardson, catherine bell, michael chiklis, natasha leggero, sean astin",usa,2016-05-27,2016,tv-ma,1h 49m,"action & adventure, comedies",The life of a bank manager is turned upside down when a friend from his past manipulates him into faking his own death and taking off on an adventure.,27-05-2016
s5848,Movie,ali wong: baby cobra,jay karas,ali wong,usa,2016-05-06,2016,tv-ma,1h,stand-up comedy,"Ali Wong's stand up special delves into her sexual adventures, hoarding, the rocky road to pregnancy, and why feminism is terrible.",06-05-2016
s5849,Movie,special correspondents,ricky gervais,"eric bana, ricky gervais, vera farmiga, kelly macdonald, kevin pollak, america ferrera, raúl castillo, benjamin bratt","canada, uk, usa",2016-04-29,2016,tv-ma,1h 41m,comedies,"When they lose their passports, a bickering radio team invents phony reports from a combat zone in a ruse that becomes increasingly complicated.",29-04-2016
s5850,Movie,team foxcatcher,jon greenhalgh,none,usa,2016-04-29,2016,tv-ma,1h 31m,"documentaries, sports movies","With never-before seen home video, this film recounts the paranoid downward spiral of John E. du Pont and the murder of Olympic wrestler Dave Schultz.",29-04-2016
s5851,Movie,patton oswalt: talking for clapping,none,patton oswalt,usa,2016-04-22,2016,tv-ma,1h 6m,stand-up comedy,"On stage in San Francisco, the comedian covers topics like old people getting drugs, his worst stand-up set, gay proms and a horrible birthday clown.",22-04-2016
s5852,Movie,belgica,"felix van groeningen, felix van groeningen","stef aerts, tom vermeir, charlotte vandermeersch, hélène devos, boris van severen, sara de bosschere, dominique van malder, sam louwyck, stefaan de winter, silvanus saow","belgium, france, netherlands",2016-04-15,2016,tv-ma,2h 7m,"dramas, international movies","Two brothers become partners in a modest nightclub and turn it into the hottest spot in town, but their exhilarating run of success comes at a price.",15-04-2016
s5853,Movie,hush,mike flanagan,"john gallagher jr., kate siegel, michael trucco, samantha sloyan, emma graves",usa,2016-04-08,2016,r,1h 22m,"horror movies, thrillers",A deaf writer who retreated into the woods to live a solitary life must fight for her life in silence when a masked killer appears in her window.,08-04-2016
s5854,TV Show,cyborg 009 vs devilman,none,"jun fukuyama, shintaro asanuma, haruka shiraishi, tomoaki maeno, m・a・o, hiroki touchi, takeshi koyama, yu mizushima, hozumi goda, ayumu okamura, saori hayami, satoshi hino, johnny yong bosch, bryce papenbrook, christine marie cabanos, spike spencer, stephanie sheh, michael sinterniklaas, keith silverstein, joey lotsko, tony azzolino, steve staley, cristina vee, christopher corey smith","japan, usa",2016-04-01,2015,tv-ma,1 Season,"anime series, international tv shows","When a Black Ghost scientist releases newly modified cyborgs and mysterious demons appear in Tokyo, the worlds of ""Devilman"" and ""Cyborg 009"" meet.",01-04-2016
s5855,Movie,frank and cindy,g.j. echternkamp,none,usa,2016-04-01,2007,tv-ma,1h 10m,"documentaries, music & musicals","Frank was a rising pop star when he married Cindy, but decades of dashed dreams and alcoholism have left the pair struggling to find happiness.",01-04-2016
s5856,TV Show,justin time,none,"gage munroe, scott mccord, jenna warren",canada,2016-04-01,2012,tv-y,2 Seasons,kids' tv,"In Justin's dreams, he and his imaginary friends Olive and Squidgy travel around the world learning about nature and other cultures.",01-04-2016
s5857,TV Show,terrace house: boys & girls in the city,none,"you, reina triendl, ryota yamasato, yoshimi tokui, azusa babazono, ayumu mochizuki, kentaro",japan,2016-04-01,2016,tv-14,2 Seasons,"international tv shows, reality tv","A new set of six men and women start their lives together under one roof. All they get is a fabulous home and a car. As always, there is no script.",01-04-2016
s5858,Movie,kung fu panda: secrets of the scroll,rodolphe guenoden,"jack black, dustin hoffman, seth rogen, david cross, lucy liu, tara macri, james hong, randall duk kim",usa,2016-03-25,2016,tv-pg,23m,"children & family movies, comedies","When a twist of fate brings five unlikely animals together, they find that combining their unique kung fu styles as a team makes the perfect weapon!",25-03-2016
s5859,Movie,he never died,jason krawczyk,"henry rollins, booboo stewart, kate greenhouse, jordan todosey, david richmond-peck, james cade, don francks, steven ogg",canada,2016-03-18,2015,r,1h 37m,"comedies, horror movies",A reclusive immortal who needs human flesh but tries to stay clean finds himself cast back into society by a gang of thugs and his estranged daughter.,18-03-2016
s5860,Movie,jimmy carr: funny business,sam wrench,jimmy carr,uk,2016-03-18,2016,tv-ma,1h 2m,stand-up comedy,British comedian Jimmy Carr unleashes his deadpan delivery and wickedly funny one-liners to a sold-out audience at the UK's Hammersmith Apollo.,18-03-2016
s5861,Movie,my beautiful broken brain,"sophie robinson, lotje sodderland","sophie robinson, lotje sodderland",uk,2016-03-18,2016,tv-14,1h 24m,"documentaries, international movies","After suffering a stroke at age 34, a woman documents her struggles, setbacks and eventual breakthrough as she relearns to speak, read and write.",18-03-2016
s5862,Movie,pee-wee's big holiday,john lee,"paul reubens, joe manganiello, jessica pohly, alia shawkat, stephanie beatriz, brad william henke, hal landon jr., diane salinger, patrick egan, tara buck, richard riehle",usa,2016-03-18,2016,tv-pg,1h 30m,"children & family movies, comedies, cult movies",A chance encounter with a mysterious stranger (Joe Manganiello) points Pee-wee toward his destiny – and his first-ever holiday!,18-03-2016
s5863,TV Show,netflix presents: the characters,none,"lauren lapkus, john early, henry zebrowski, kate berlant, natasha rothwell, paul w. downs, tim robinson, dr. brown",usa,2016-03-11,2016,tv-ma,1 Season,tv comedies,We asked eight up-and-coming comedians for their wildest sketch and improv routines – and got a new comedy series unlike anything else.,11-03-2016
s5864,TV Show,your lie in april,none,"natsuki hanae, risa taneda, ayane sakura, ryota osaka, saori hayami, yuki kaji",japan,2016-03-01,2014,tv-14,1 Season,"anime series, international tv shows, romantic tv shows","After his mother's death, a piano prodigy's will to play disappears. But meeting a free-spirited girl who plays the violin turns his life around.",01-03-2016
s5865,Movie,"crouching tiger, hidden dragon: sword of destiny",yuen wo-ping,"michelle yeoh, donnie yen, harry shum jr., natasha liu bordizzo, jason scott lee, eugenia yuan, roger yuan, juju chan, chris pang, woon young park, darryl quon","china, usa",2016-02-26,2016,pg-13,1h 41m,"action & adventure, romantic movies",Renowned warrior Yu Shu-Lien comes out of retirement to keep the legendary Green Destiny sword away from villainous warlord Hades Dai.,26-02-2016
s5866,Movie,marvel super hero adventures: frost fight!,mitch schauer,"mick wingert, matthew mercer, travis willingham, fred tatasciore, grey delisle, troy baker, antony del rio, trevor devall, kevin michael richardson, steve blum, jane singer",usa,2016-02-24,2015,pg,1h 14m,"children & family movies, sci-fi & fantasy","In this Christmas-themed special, Captain America and the Avengers battle Loki and Ymir, who plot to steal Santa Claus' powers and conquer the world.",24-02-2016
s5867,TV Show,cooked,none,michael pollan,usa,2016-02-19,2016,tv-14,1 Season,docuseries,"As he tries his hand at baking, brewing and braising, acclaimed food writer Michael Pollan explores how cooking transforms food and shapes our world.",19-02-2016
s5868,TV Show,care bears & cousins,none,"michael sinterniklaas, michaela dean, doug erholtz, braeden fox, olivia hack, david lodge, nayo wallace, ryan wiesbrock",usa,2016-02-05,2016,tv-y,2 Seasons,kids' tv,"The whole huggable gang is back, bringing tales of caring and sharing to a new generation. And now the Care Bear Cousins are here to join the fun!",05-02-2016
s5869,Movie,hannibal buress: comedy camisado,lance bangs,hannibal buress,usa,2016-02-05,2016,tv-ma,1h 8m,stand-up comedy,"In a special packed with stealthy humor, Hannibal Buress tackles zipper etiquette, the legacy of steroids and the fallout from his Bill Cosby routine.",05-02-2016
s5870,TV Show,turbo fast,none,"reid scott, john eric bentley, amir talai, phil lamarr, grey delisle, michael patrick bell, eric bauza",usa,2016-02-05,2016,tv-y7,3 Seasons,kids' tv,"Join Turbo and his posse, the Fast Action Stunt Team. Filled with comedy, action and fun, this series amps it up to the extreme.",05-02-2016
s5871,TV Show,masha's tales,none,none,none,2016-02-01,2012,tv-y,1 Season,kids' tv,"Fairy tales get a funny twist when Masha retells them, because she tends to get the details just a little jumbled up in this animated kids' series.",01-02-2016
s5872,TV Show,chelsea does,none,chelsea handler,usa,2016-01-23,2016,tv-ma,1 Season,"docuseries, science & nature tv","In a provocative documentary series, comedian Chelsea Handler confronts personal and cultural hang-ups around four topics that fascinate her.",23-01-2016
s5873,Movie,ricardo o'farrill abrazo genial,"raúl campos, jan suter",ricardo o'farrill,mexico,2016-01-22,2016,tv-ma,1h 32m,stand-up comedy,"Ricardo O'Farrill brings his sharp, observational humor to the stage with a relentless sarcasm and specific Mexican sensibility. Prepare for mockery.",22-01-2016
s5874,Movie,ip man,wilson yip,"donnie yen, simon yam, louis fan, lam ka tung, xing yu, wong you-nam, chen zhi hui, lynn hung, hiroyuki ikeuchi","hong kong, china",2016-01-15,2008,r,1h 47m,"action & adventure, dramas, international movies","An occupying Japanese general challenges Chinese men to duels to prove the superiority of the Japanese, but Ip Man refuses to fight – at first.",15-01-2016
s5875,Movie,ip man 2,wilson yip,"donnie yen, sammo kam-bo hung, huang xiaoming, simon yam, lynn hung, kanin ngo, kent cheng, darren shahlavi, louis fan, calvin ka-sing cheng","hong kong, china",2016-01-15,2010,r,1h 48m,"action & adventure, international movies","New in Hong Kong, martial arts instructor Ip Man perseveres and retaliates against his rivals' opposition to the Wing Chun fighting style he teaches.",15-01-2016
s5876,Movie,tom segura: mostly stories,jay karas,tom segura,usa,2016-01-08,2016,tv-ma,1h 14m,stand-up comedy,"The bearded, bawdy and comically bitter Tom Segura gets real about body piercings, the ""Area 51"" of men's bodies, and the lie he told Mike Tyson.",08-01-2016
s5877,Movie,marco polo: one hundred eyes,alik sakharov,"tom wu, benedict wong, michelle yeoh",usa,2015-12-26,2015,tv-ma,29m,movies,A defiant warrior-monk arrives at Kublai Khan's court in chains and soon earns his tragic nickname in this 30-minute origin story.,26-12-2015
s5878,TV Show,sammy & co,none,none,france,2015-12-25,2014,tv-y,1 Season,"kids' tv, tv comedies","In an underwater village bordering a tropical island, two young turtles and their pals keep their home safe and enjoy adventures in the big, wild sea.",25-12-2015
s5879,Movie,mike epps: don't take it personal,l. frazier,mike epps,usa,2015-12-18,2015,tv-ma,1h,stand-up comedy,Mike Epps tears up the stage at L.A.'s historic Orpheum Theatre in a special packed with blistering impressions and unapologetically raunchy swagger.,18-12-2015
s5880,Movie,the ridiculous 6,frank coraci,"adam sandler, terry crews, jorge garcia, taylor lautner, rob schneider, luke wilson, will forte, steve zahn, harvey keitel, nick nolte, jon lovitz, whitney cummings, david spade, danny trejo, nick swardson, blake shelton, vanilla ice, julia jones, saginaw grant, lavell crawford, steve buscemi",usa,2015-12-11,2015,tv-14,2h,"action & adventure, comedies","When his outlaw dad is kidnapped, Tommy “White Knife” Stockburn sets off across the West on a rescue mission with five brothers he never knew he had.",11-12-2015
s5881,Movie,"trailer park boys: drunk, high and unemployed: live in austin","gary howsam, mike smith, john paul tremblay, robb wells","mike smith, john paul tremblay, robb wells, john dunsworth, pat roach, tom green, verne troyer, jonathan torrens",canada,2015-12-09,2015,tv-ma,1h 14m,"comedies, international movies","Ricky, Julian and Bubbles bring their trailer park humor out onto the stage for a night of bravado, schemes and an intoxicated acting demo.",09-12-2015
s5882,Movie,a very murray christmas,sofia coppola,"bill murray, miley cyrus, george clooney, chris rock, amy poehler, michael cera, maya rudolph, rashida jones, jason schwartzman, paul shaffer, jenny lewis, phoenix",usa,2015-12-04,2015,tv-14,57m,"comedies, music & musicals","Bill Murray rounds up an all-star cast for an evening of music, mischief and barroom camaraderie in this irreverent twist on holiday variety shows.",04-12-2015
s5883,TV Show,atelier,none,"mirei kiritani, mao daichi, wakana sakai, masako chiba, maiko, ken kaito, dori sakurada, nicole ishida, mayuko kawakita",japan,2015-12-01,2015,tv-pg,1 Season,"international tv shows, tv dramas","A young ""fabric geek"" lands a job at an upscale Japanese lingerie company – and quickly discovers she'll need help to survive.",01-12-2015
s5884,Movie,naomi and ely's no kiss list,kristin hanggi,"victoria justice, pierson fode, matthew daddario, ryan ward, griffin newman, monique coleman, danny flaherty",usa,2015-11-18,2015,tv-ma,1h 31m,"comedies, dramas, lgbtq movies","Naomi and her gay best friend, Ely, have been inseparable since childhood, but their bond faces its biggest test yet when they fall for the same guy.",18-11-2015
